date,match_score
2/8/2022,38.84867365403667
3/8/2022,35.31199822012195
4/8/2022,41.64192956969505
5/8/2022,26.762370649354658
6/8/2022,48.85949484010677
7/8/2022,46.987497994707915
8/8/2022,0.0
9/8/2022,0.0
10/8/2022,51.35876292173404
11/8/2022,37.09916332795807
12/8/2022,34.406376547766996
13/08/2022,28.02973550075653
14/08/2022,63.7751931463237
15/08/2022,32.817479522278376
16/08/2022,0.0
17/08/2022,29.899862380363416
18/08/2022,42.1014638995495
19/08/2022,28.78785903442126
20/08/2022,26.385554104367557
21/08/2022,48.34936686301148
22/08/2022,0.0
23/08/2022,27.218933644004316
24/08/2022,37.72646928112438
25/08/2022,40.73810726594852
26/08/2022,34.155499009568615
27/08/2022,68.36772288335828
28/08/2022,37.04371621626443
29/08/2022,22.25786587102474
30/08/2022,49.37700326602548
31/08/2022,27.956817006236243
1/9/2022,34.030525821260035
2/9/2022,29.67473976719704
3/9/2022,42.46826685954366
4/9/2022,37.055217263759644
5/9/2022,22.255941683517463
6/9/2022,36.74594883413515
7/9/2022,43.65997936180163
8/9/2022,33.31691903834822
9/9/2022,39.681610026973985
10/9/2022,41.563725381371746
11/9/2022,0.0
12/9/2022,36.656061721646076
13/09/2022,27.70738148178464
14/09/2022,58.327520687331415
15/09/2022,37.51678227938485
16/09/2022,27.11647352728165
17/09/2022,0.0
18/09/2022,0.0
19/09/2022,41.918624721994235
20/09/2022,32.74028807467324
21/09/2022,36.7430364223802
22/09/2022,31.026010141104877
23/09/2022,29.915815107730147
24/09/2022,42.807861503746814
25/09/2022,49.28405642388911
26/09/2022,39.50435430518458
27/09/2022,56.30220198112895
28/09/2022,0.0
29/09/2022,25.779914857990835
30/09/2022,23.840841957594233
1/10/2022,32.363391514322736
2/10/2022,49.06603437640645
3/10/2022,41.690587427093035
4/10/2022,29.177415240884404
5/10/2022,44.86726672487613
6/10/2022,29.910327253939094
7/10/2022,27.231243134475335
8/10/2022,41.292858998976385
9/10/2022,37.58866298053284
10/10/2022,26.412323333848338
11/10/2022,42.89189222708181
12/10/2022,0.0
13/10/2022,0.0
14/10/2022,29.748876136930544
15/10/2022,30.406363531910657
16/10/2022,73.85025569040766
17/10/2022,37.065454956632024
18/10/2022,30.213625604536553
19/10/2022,77.72522817375093
20/10/2022,29.080334993110327
21/10/2022,29.266125955210043
22/10/2022,53.4728597882023
23/10/2022,33.263408227889066
24/10/2022,28.83407214013397
25/10/2022,67.89606425896757
26/10/2022,43.49474836802265
27/10/2022,35.88992957425719
28/10/2022,32.987835945344315
29/10/2022,38.61832760169264
30/10/2022,0.0
31/10/2022,35.92662013724342
1/11/2022,30.55623451882977
2/11/2022,29.099299268530874
3/11/2022,41.630405278896035
4/11/2022,39.523868439737086
5/11/2022,33.45125954496212
6/11/2022,62.74337208480198
7/11/2022,34.690266205412414
8/11/2022,29.6526491333279
9/11/2022,38.29807782621399
10/11/2022,31.288286603846906
11/11/2022,23.68425813294623
12/11/2022,45.5486718862098
13/11/2022,0.0
14/11/2022,34.81322096060753
15/11/2022,22.981287483966312
16/11/2022,43.837647347551844
17/11/2022,30.34460192615542
18/11/2022,28.81100877623721
19/11/2022,30.906945255417515
20/11/2022,42.57955896687791
21/11/2022,53.278849587805546
22/11/2022,54.91002818840887
23/11/2022,53.08128448092097
24/11/2022,35.07437141444532
25/11/2022,52.95456456418437
26/11/2022,55.3180826571498
27/11/2022,48.86246805744253
28/11/2022,62.39709949046954
29/11/2022,49.420101764965935
30/11/2022,27.059220645137188
1/12/2022,37.67397158138837
2/12/2022,59.032413027653206
3/12/2022,60.320248598816406
4/12/2022,44.228093423117556
5/12/2022,57.32763303665094
6/12/2022,48.760634400850805
7/12/2022,58.92506226799577
8/12/2022,70.6208990416838
9/12/2022,54.16606879173014
10/12/2022,34.86421646453092
11/12/2022,30.121427779949148
12/12/2022,27.03566453481144
13/12/2022,39.26418460866923
14/12/2022,39.41106629403415
15/12/2022,31.8493255423721
16/12/2022,46.08873531879799
17/12/2022,56.478328082082584
18/12/2022,32.97526893475243
19/12/2022,27.658941857500782
20/12/2022,47.160226773345684
21/12/2022,0.0
22/12/2022,35.58606723441784
23/12/2022,45.88114381606076
24/12/2022,28.49184177293786
25/12/2022,0.0
26/12/2022,29.254197278016807
27/12/2022,28.289585231765827
28/12/2022,30.07442667645842
29/12/2022,0.0
30/12/2022,32.254450140412956
31/12/2022,26.381468060640472
1/1/2023,33.95892072129743
2/1/2023,43.22899765348137
3/1/2023,27.613370280190153
4/1/2023,33.128620518083565
5/1/2023,34.10944717998643
6/1/2023,34.648771005774165
7/1/2023,27.456539002412363
8/1/2023,50.840999109926514
9/1/2023,29.48135125685236
10/1/2023,24.214089052985535
11/1/2023,32.70306043723991
12/1/2023,71.74775408693597
13/01/2023,33.325034345765914
14/01/2023,26.324778748523016
15/01/2023,46.730530385450095
16/01/2023,46.015707612253266
17/01/2023,25.63779589547832
18/01/2023,35.390852301286
19/01/2023,36.14268195230338
20/01/2023,28.24064561980017
21/01/2023,55.16402517026763
22/01/2023,33.6349295326999
23/01/2023,38.11420157897352
24/01/2023,0.0
25/01/2023,31.544182191196544
26/01/2023,56.00726584065562
27/01/2023,30.856623635279895
28/01/2023,0.0
29/01/2023,33.253948788098675
30/01/2023,43.17680046303229
31/01/2023,0.0
1/2/2023,29.192442817296914
2/2/2023,23.852537746407812
3/2/2023,58.936101528431436
4/2/2023,0.0
5/2/2023,0.0
6/2/2023,36.42941690506574
7/2/2023,35.39059071132513
8/2/2023,45.45592009505561
9/2/2023,35.559622595207635
10/2/2023,28.900903237173523
11/2/2023,59.13428766906786
12/2/2023,57.71411754027331
13/02/2023,22.263609803087995
14/02/2023,32.807495061375356
15/02/2023,30.547741483779458
16/02/2023,38.98578653000739
17/02/2023,22.339449748449724
18/02/2023,49.50506911739968
19/02/2023,0.0
20/02/2023,31.81961057471032
21/02/2023,41.009507499837554
22/02/2023,35.61002059082385
23/02/2023,0.0
24/02/2023,33.46522793572193
25/02/2023,33.76886289563857
26/02/2023,47.07996963020558
27/02/2023,40.001879260058054
28/02/2023,0.0
1/3/2023,38.16198096435771
2/3/2023,35.07637703282998
3/3/2023,31.02118178931672
4/3/2023,72.0974465238496
5/3/2023,40.29861628195776
6/3/2023,21.647690625273178
7/3/2023,81.47936899866241
8/3/2023,0.0
9/3/2023,30.226309475924513
10/3/2023,32.88285735611184
11/3/2023,67.55379564133378
12/3/2023,0.0
13/03/2023,0.0
14/03/2023,34.56630409337503
15/03/2023,33.13242383328257
